Unnamed: 0,fighter1,fighter2,winner,weight_class,title_fight,method,end_round,fight_year,win_fighter1,lose_fighter1,draw_fighter1,nc_fighter1,height_fighter1,reach_fighter1,stance_fighter1,SLpM_fighter1,Str_Acc_fighter1,SApM_fighter1,Str_Def_fighter1,TD_Avg_fighter1,TD_Acc_fighter1,TD_Def_fighter1,Sub_Avg_fighter1,win%_fighter1,born_year_fighter1,win_fighter2,lose_fighter2,draw_fighter2,nc_fighter2,height_fighter2,reach_fighter2,stance_fighter2,SLpM_fighter2,Str_Acc_fighter2,SApM_fighter2,Str_Def_fighter2,TD_Avg_fighter2,TD_Acc_fighter2,TD_Def_fighter2,Sub_Avg_fighter2,win%_fighter2,born_year_fighter2
4133,Nik Lentz,Will Brooks,1,155.0,f,SUB,2,2017,31,9,2,1,172.72,172.72,1,3.42,49.0,3.0,49.0,3.5,35.0,44.0,1.3,72.093025,1984,18,4,0,0,177.8,182.88,1,4.26,59.0,2.54,56.0,2.08,51.0,82.0,0.3,81.818184,1986
4134,Rashad Coulter,Tai Tuivasa,0,265.0,f,KO/TKO,1,2017,8,4,0,0,180.34,193.04,1,3.74,50.0,7.02,52.0,0.0,0.0,57.0,0.0,66.666664,1981,10,0,0,0,187.96,190.5,0,5.21,55.0,2.92,58.0,0.0,0.0,100.0,0.0,100.0,1993
4135,Frank Camacho,Damien Brown,1,155.0,f,DEC,3,2017,21,7,0,0,177.8,185.42,1,6.23,45.0,7.82,52.0,1.46,45.0,80.0,0.0,75.0,1989,17,12,0,0,177.8,172.72,1,3.66,38.0,4.86,50.0,0.68,27.0,53.0,0.7,58.62069,1984
4137,Jenel Lausa,Eric Shelton,0,125.0,f,DEC,3,2017,7,5,0,0,165.1,172.72,1,1.44,42.0,3.53,53.0,0.55,66.0,51.0,0.8,58.333332,1988,12,5,0,0,167.64,172.72,1,2.75,44.0,1.63,65.0,3.4,51.0,43.0,0.2,70.588234,1991
4138,Adam Wieczorek,Anthony Hamilton,1,265.0,f,DEC,3,2017,10,2,0,0,195.58,205.74,1,1.68,38.0,1.87,48.0,0.41,33.0,58.0,0.4,83.333336,1992,15,9,0,0,195.58,193.04,1,3.91,65.0,3.02,45.0,2.62,42.0,78.0,0.0,62.5,1980
4139,Kelvin Gastelum,Michael Bisping,1,185.0,f,KO/TKO,1,2017,16,3,0,1,175.26,180.34,0,3.86,43.0,2.87,61.0,0.82,50.0,62.0,0.2,80.0,1991,31,9,0,0,185.42,190.5,1,4.33,38.0,2.71,65.0,1.05,43.0,63.0,0.3,77.5,1979
4140,Zak Ottow,Li Jingliang,0,170.0,f,KO/TKO,1,2017,16,6,0,0,180.34,182.88,1,3.05,39.0,2.74,56.0,0.77,30.0,61.0,0.5,72.72727,1986,15,5,0,0,182.88,180.34,1,4.84,43.0,3.31,60.0,1.15,32.0,56.0,0.0,75.0,1988
4141,Alex Caceres,Wang Guan,0,145.0,f,DEC,3,2017,14,11,0,1,177.8,185.42,0,3.86,49.0,2.78,63.0,0.57,75.0,59.0,0.8,53.846153,1988,20,1,1,0,175.26,180.34,1,4.73,43.0,3.27,60.0,0.0,0.0,0.0,0.0,90.90909,1986
4142,Alex Garcia,Muslim Salikhov,1,170.0,f,SUB,2,2017,15,6,0,0,175.26,182.88,1,1.81,31.0,3.03,59.0,3.72,52.0,66.0,0.1,71.42857,1987,14,2,0,0,180.34,177.8,1,1.99,46.0,1.42,63.0,0.0,0.0,62.0,0.0,87.5,1984
4143,Zabit Magomedsharipov,Sheymon Moraes,1,145.0,f,SUB,3,2017,16,1,0,0,185.42,185.42,1,4.49,52.0,2.35,66.0,7.24,63.0,77.0,1.3,94.117645,1991,11,2,0,0,172.72,182.88,1,2.76,40.0,3.06,67.0,0.0,0.0,47.0,0.0,84.61539,1990
4144,Song Kenan,Bobby Nash,1,170.0,f,KO/TKO,1,2017,14,4,0,0,182.88,180.34,1,4.6,54.0,4.0,56.0,0.0,0.0,0.0,0.0,77.77778,1990,8,4,0,0,182.88,187.96,1,3.42,37.0,3.95,51.0,2.37,33.0,100.0,1.6,66.666664,1990
4145,Yan Xiaonan,Kailin Curran,1,,f,DEC,3,2017,9,1,0,1,165.1,160.02,1,5.57,38.0,3.2,72.0,0.0,0.0,66.0,0.0,81.818184,1989,4,6,0,0,162.56,165.1,1,3.89,43.0,4.75,53.0,2.0,57.0,61.0,0.6,40.0,1991
4146,Song Yadong,Bharat Kandare,1,145.0,f,SUB,1,2017,13,4,0,1,172.72,170.18,1,3.3,36.0,0.77,81.0,1.05,100.0,100.0,2.1,72.22222,1997,5,3,0,0,170.18,182.88,1,0.7,10.0,1.88,72.0,0.0,0.0,0.0,0.0,62.5,1987
4147,Shamil Abdurakhimov,Chase Sherman,1,265.0,f,KO/TKO,1,2017,19,4,0,0,190.5,193.04,1,2.44,45.0,2.24,60.0,1.5,26.0,66.0,0.2,82.608696,1981,11,6,0,0,193.04,198.12,1,5.81,43.0,5.76,51.0,0.0,0.0,77.0,0.0,64.70588,1989
4148,Wu Yanan,Gina Mazany,0,,f,DEC,3,2017,9,2,0,0,172.72,167.64,1,1.47,43.0,2.53,41.0,1.0,50.0,28.0,0.0,81.818184,1996,5,2,0,0,167.64,172.72,0,2.43,48.0,2.21,50.0,3.36,77.0,20.0,0.0,71.42857,1988
4149,Wuliji Buren,Rolando Dy,0,145.0,f,DEC,3,2017,10,6,0,0,175.26,175.26,1,1.93,39.0,2.85,61.0,3.62,40.0,80.0,0.0,62.5,1989,9,7,1,1,172.72,175.26,1,3.04,37.0,4.47,52.0,0.3,20.0,68.0,0.0,50.0,1990
4150,Hu Yaozong,Cyril Asker,0,265.0,f,SUB,2,2017,3,1,0,0,190.5,182.88,1,1.06,44.0,2.65,42.0,0.0,0.0,0.0,2.0,75.0,1995,9,4,0,0,182.88,187.96,1,3.35,39.0,5.82,35.0,4.41,62.0,100.0,0.9,69.23077,1985
4152,Sean O'Malley,Terrion Ware,1,135.0,f,DEC,3,2017,10,0,0,0,180.34,182.88,0,6.75,56.0,4.06,66.0,1.31,50.0,61.0,1.3,100.0,1994,17,9,0,0,172.72,180.34,1,4.02,32.0,6.07,50.0,0.5,22.0,44.0,0.0,65.38461,1986
4154,Eric Spicely,Gerald Meerschaert,0,185.0,f,KO/TKO,2,2017,10,5,0,0,185.42,185.42,1,2.01,40.0,3.02,58.0,1.95,20.0,0.0,1.5,66.666664,1986,28,9,0,0,185.42,195.58,0,3.96,46.0,3.59,52.0,3.0,42.0,50.0,2.0,75.675674,1987
4155,Joe Soto,Brett Johns,0,135.0,f,SUB,1,2017,18,7,0,0,167.64,165.1,1,3.36,41.0,5.37,67.0,0.85,21.0,70.0,1.9,72.0,1987,15,2,0,0,170.18,180.34,1,3.41,45.0,4.74,55.0,3.72,48.0,78.0,0.5,88.23529,1992
4157,Andrew Sanchez,Ryan Janes,0,185.0,f,KO/TKO,3,2017,11,4,0,0,185.42,187.96,1,4.83,48.0,4.83,48.0,2.79,37.0,100.0,0.0,73.333336,1988,10,3,0,0,190.5,193.04,1,7.69,48.0,5.53,59.0,0.35,100.0,58.0,0.0,76.92308,1981
4161,Max Holloway,Jose Aldo,1,145.0,t,KO/TKO,3,2017,19,3,0,0,180.34,175.26,1,6.2,43.0,3.9,65.0,0.28,80.0,83.0,0.5,86.36364,1991,27,4,0,0,170.18,177.8,1,3.51,44.0,2.94,67.0,0.73,68.0,92.0,0.2,87.09677,1986
4162,Alistair Overeem,Francis Ngannou,0,265.0,f,KO/TKO,1,2017,43,17,0,1,193.04,203.2,1,3.53,61.0,1.93,61.0,1.39,62.0,72.0,1.0,70.491806,1980,11,3,0,0,193.04,210.82,1,1.79,34.0,1.95,47.0,0.0,0.0,68.0,0.5,78.57143,1986
4163,Sergio Pettis,Henry Cejudo,0,125.0,f,DEC,3,2017,17,4,0,0,167.64,175.26,1,3.6,37.0,2.56,65.0,0.91,39.0,68.0,0.4,80.95238,1993,13,2,0,0,162.56,162.56,1,3.42,42.0,2.6,67.0,2.31,35.0,88.0,0.1,86.666664,1987
4164,Justin Gaethje,Eddie Alvarez,0,155.0,f,KO/TKO,3,2017,19,2,0,0,180.34,177.8,1,8.53,54.0,10.54,53.0,0.0,0.0,80.0,0.0,90.47619,1988,29,6,0,1,175.26,175.26,1,4.32,41.0,4.39,55.0,2.92,36.0,92.0,0.5,80.55556,1984
4165,Michelle Waterson,Tecia Torres,0,,f,DEC,3,2017,16,6,0,0,160.02,157.48,1,3.49,62.0,2.94,51.0,2.23,68.0,62.0,1.4,72.72727,1986,10,3,0,0,154.94,152.4,1,4.44,48.0,3.11,65.0,0.83,17.0,42.0,0.1,76.92308,1989
4166,Paul Felder,Charles Oliveira,1,155.0,f,KO/TKO,2,2017,15,4,0,0,180.34,177.8,1,3.52,43.0,2.96,51.0,0.36,33.0,59.0,0.4,78.947365,1984,24,8,0,1,177.8,187.96,1,3.04,49.0,3.0,54.0,2.87,41.0,60.0,2.8,72.72727,1989
4167,Alex Oliveira,Yancy Medeiros,0,170.0,f,KO/TKO,3,2017,19,4,1,2,180.34,193.04,1,3.01,53.0,2.08,46.0,3.45,38.0,57.0,0.9,73.07692,1988,15,5,0,1,177.8,190.5,1,4.39,36.0,5.22,48.0,0.15,33.0,83.0,0.6,71.42857,1987
4168,David Teymur,Drakkar Klose,1,155.0,f,DEC,3,2017,8,1,0,0,175.26,185.42,0,4.72,42.0,3.41,55.0,1.04,33.0,82.0,0.0,88.888885,1989,9,1,1,0,175.26,177.8,1,3.35,51.0,2.63,63.0,2.0,40.0,69.0,0.0,81.818184,1988
4169,Felice Herrig,Cortney Casey,1,,f,DEC,3,2017,14,8,0,0,162.56,165.1,1,3.69,36.0,4.89,50.0,1.2,30.0,76.0,0.9,63.636364,1984,8,6,0,0,170.18,170.18,1,4.8,38.0,4.63,52.0,0.4,30.0,24.0,0.5,57.142857,1987
4171,Sabah Homasi,Abdul Razak Alhassan,0,170.0,f,KO/TKO,1,2017,11,8,0,0,182.88,182.88,1,4.98,48.0,6.91,47.0,2.8,50.0,66.0,0.0,57.894737,1988,10,1,0,0,177.8,185.42,1,4.59,46.0,4.2,59.0,0.57,33.0,53.0,0.0,90.90909,1985
4172,Jeremy Kimball,Dominick Reyes,0,205.0,f,SUB,1,2017,15,8,0,0,182.88,182.88,0,2.81,46.0,3.84,49.0,1.41,20.0,50.0,0.0,65.21739,1991,10,0,0,0,193.04,195.58,0,6.49,60.0,2.22,51.0,0.68,25.0,85.0,0.7,100.0,1989
4173,Justin Willis,Allen Crowder,1,265.0,f,KO/TKO,1,2017,7,1,0,0,185.42,198.12,0,4.61,61.0,3.69,58.0,1.84,66.0,0.0,0.0,87.5,1987,9,3,0,1,190.5,193.04,1,3.58,54.0,2.33,60.0,1.79,33.0,100.0,0.9,69.23077,1989
4174,Cub Swanson,Brian Ortega,0,145.0,f,SUB,2,2017,25,10,0,0,172.72,177.8,1,4.16,49.0,3.28,62.0,1.17,52.0,60.0,0.5,71.42857,1983,14,0,0,1,172.72,175.26,0,3.65,32.0,5.27,56.0,0.22,14.0,58.0,1.8,93.333336,1991
4175,Jason Knight,Gabriel Benitez,0,145.0,f,DEC,3,2017,20,6,0,0,177.8,180.34,1,2.95,33.0,3.02,51.0,1.31,31.0,47.0,1.7,76.92308,1992,21,7,0,0,172.72,180.34,0,4.23,42.0,2.6,73.0,0.23,100.0,56.0,1.6,75.0,1988
4176,Marlon Moraes,Aljamain Sterling,1,135.0,f,KO/TKO,1,2017,21,5,1,0,167.64,170.18,1,3.25,33.0,2.81,64.0,0.47,25.0,60.0,0.5,77.77778,1988,16,3,0,0,170.18,180.34,1,3.89,49.0,1.43,68.0,2.33,36.0,51.0,1.0,84.210526,1989
4177,Darrell Horcher,Scott Holtzman,0,155.0,f,DEC,3,2017,13,3,0,0,177.8,177.8,0,2.04,47.0,4.32,37.0,0.39,100.0,47.0,0.8,81.25,1987,12,2,0,0,175.26,175.26,1,4.47,52.0,3.22,56.0,2.81,59.0,60.0,0.3,85.71429,1983
4178,Markus Perez,Eryk Anders,0,185.0,f,DEC,3,2017,10,2,0,0,185.42,185.42,1,2.55,47.0,4.5,49.0,1.31,42.0,81.0,1.3,83.333336,1988,11,2,0,0,185.42,190.5,0,2.87,51.0,3.43,45.0,2.48,42.0,58.0,0.2,84.61539,1987
4179,Benito Lopez,Albert Morales,1,135.0,f,DEC,3,2017,9,0,0,0,177.8,185.42,0,5.17,45.0,5.33,60.0,0.0,0.0,84.0,0.5,100.0,1994,7,4,1,0,175.26,182.88,1,3.81,35.0,3.96,56.0,0.91,35.0,70.0,0.2,58.333332,1991
4180,Liz Carmouche,Alexis Davis,0,,f,DEC,3,2017,11,6,0,0,167.64,167.64,1,3.3,56.0,2.68,60.0,2.95,52.0,66.0,0.2,64.70588,1984,19,8,0,0,167.64,172.72,1,4.18,44.0,4.16,55.0,0.8,38.0,34.0,1.0,70.37037,1984
4181,Andre Soukhamthath,Luke Sanders,1,135.0,f,KO/TKO,2,2017,13,6,0,0,175.26,177.8,1,3.22,45.0,3.89,54.0,1.59,63.0,75.0,0.2,68.42105,1988,12,3,0,0,167.64,170.18,0,5.92,51.0,3.6,55.0,0.44,33.0,70.0,0.4,80.0,1985
4182,Alex Perez,Carls John De Tomas,1,135.0,f,SUB,2,2017,21,4,0,0,167.64,165.1,1,5.25,46.0,3.08,61.0,3.68,43.0,100.0,2.1,84.0,1992,8,2,0,0,165.1,180.34,0,1.74,37.0,3.93,44.0,1.37,33.0,66.0,0.0,80.0,1996
4183,Frankie Saenz,Merab Dvalishvili,1,135.0,f,DEC,3,2017,13,5,0,0,167.64,167.64,1,3.99,47.0,3.09,54.0,1.8,32.0,62.0,0.1,72.22222,1980,8,4,0,0,167.64,172.72,1,3.78,34.0,2.22,58.0,7.33,41.0,80.0,0.0,66.666664,1991
4184,Iuri Alcantara,Alejandro Perez,0,135.0,f,DEC,3,2017,35,10,0,1,175.26,180.34,0,2.72,45.0,2.79,49.0,1.44,62.0,60.0,0.8,76.08696,1980,22,6,1,0,167.64,170.18,1,3.71,35.0,2.88,65.0,0.46,16.0,63.0,0.1,75.86207,1989
4185,Chris Gruetzemacher,Davi Ramos,0,155.0,f,SUB,3,2017,14,3,0,0,172.72,172.72,1,7.12,58.0,5.09,56.0,0.0,0.0,62.0,0.0,82.35294,1986,9,2,0,0,167.64,177.8,1,3.12,38.0,2.72,56.0,3.28,58.0,0.0,1.4,81.818184,1986
4186,Antonio Braga Neto,Trevin Giles,0,185.0,f,KO/TKO,3,2017,9,3,0,1,190.5,195.58,1,1.36,33.0,3.92,45.0,3.07,37.0,0.0,0.5,69.23077,1987,11,0,0,0,182.88,187.96,1,5.45,66.0,1.13,76.0,3.69,100.0,66.0,0.0,100.0,1992
4187,Rafael Dos Anjos,Robbie Lawler,1,170.0,f,DEC,5,2017,28,10,0,0,172.72,177.8,0,3.71,44.0,3.18,64.0,2.11,40.0,64.0,0.7,73.68421,1984,28,12,0,1,180.34,187.96,0,3.56,44.0,3.99,60.0,0.72,65.0,69.0,0.0,68.29269,1982
4188,Ricardo Lamas,Josh Emmett,0,145.0,f,KO/TKO,1,2017,19,7,0,0,172.72,180.34,1,2.87,45.0,2.61,59.0,1.66,32.0,47.0,1.0,73.07692,1982,13,2,0,0,167.64,177.8,1,3.89,37.0,3.64,63.0,1.9,52.0,50.0,0.2,86.666664,1985
4189,Santiago Ponzinibbio,Mike Perry,1,170.0,f,DEC,3,2017,28,3,0,0,182.88,185.42,1,4.27,39.0,4.02,64.0,0.54,44.0,60.0,0.0,90.32258,1986,12,4,0,0,177.8,180.34,1,4.02,45.0,4.44,57.0,0.83,55.0,68.0,0.0,75.0,1991
4190,Misha Cirkunov,Glover Teixeira,0,205.0,f,KO/TKO,1,2017,14,4,0,0,190.5,195.58,1,4.5,52.0,2.51,65.0,4.53,58.0,71.0,2.3,77.77778,1987,27,7,0,0,187.96,193.04,1,3.5,43.0,3.57,56.0,2.16,46.0,60.0,0.8,79.411766,1979
4191,Jan Blachowicz,Jared Cannonier,1,205.0,f,DEC,3,2017,23,7,0,0,187.96,198.12,1,3.64,50.0,3.01,53.0,1.59,54.0,55.0,0.4,76.666664,1983,11,4,0,0,180.34,195.58,0,3.63,50.0,2.83,67.0,0.21,33.0,44.0,0.0,73.333336,1984
4192,Julian Marquez,Darren Stewart,1,185.0,f,SUB,2,2017,7,2,0,0,187.96,190.5,1,3.8,40.0,3.33,53.0,0.0,0.0,52.0,3.0,77.77778,1990,9,3,0,1,182.88,187.96,1,3.21,42.0,3.09,54.0,2.14,42.0,65.0,0.0,69.23077,1990
4193,Chad Laprise,Galore Bofando,1,170.0,f,KO/TKO,1,2017,14,3,0,0,177.8,180.34,1,4.77,42.0,3.6,64.0,1.07,54.0,78.0,0.0,82.35294,1986,5,3,0,0,180.34,182.88,0,3.63,45.0,3.63,54.0,2.37,100.0,50.0,0.0,62.5,1982
4194,Danny Roberts,Nordine Taleb,0,170.0,f,KO/TKO,1,2017,16,3,0,0,185.42,187.96,0,3.71,41.0,3.44,55.0,0.0,0.0,57.0,0.5,84.210526,1987,14,6,0,0,185.42,187.96,1,3.42,54.0,2.52,67.0,2.3,76.0,71.0,0.0,70.0,1981
4195,Abel Trujillo,John Makdessi,0,155.0,f,DEC,3,2017,15,8,0,1,172.72,177.8,1,2.65,41.0,2.31,59.0,2.18,45.0,40.0,0.4,62.5,1983,16,6,0,0,172.72,172.72,1,5.49,50.0,3.89,71.0,0.0,0.0,87.0,0.0,72.72727,1985
4196,Oluwale Bamgbose,Alessio Di Chirico,0,185.0,f,KO/TKO,2,2017,6,4,0,0,180.34,198.12,0,2.45,48.0,2.7,55.0,0.94,33.0,37.0,0.0,60.0,1987,12,2,0,0,182.88,187.96,1,3.36,41.0,2.94,63.0,2.48,56.0,77.0,0.0,85.71429,1989
4197,Jordan Mein,Erick Silva,1,170.0,f,DEC,3,2017,31,12,0,0,182.88,185.42,1,3.35,44.0,2.55,69.0,1.56,58.0,66.0,0.2,72.093025,1989,19,9,0,1,182.88,187.96,1,2.5,48.0,4.18,49.0,0.85,35.0,56.0,1.4,65.51724,1984
4198,Holly Holm,Cris Cyborg,0,,t,DEC,5,2017,12,4,0,0,172.72,175.26,0,2.82,34.0,2.8,57.0,0.56,31.0,78.0,0.1,75.0,1981,20,1,0,1,172.72,172.72,1,7.02,52.0,1.79,70.0,0.85,62.0,91.0,0.3,90.90909,1985
4199,Edson Barboza,Khabib Nurmagomedov,0,155.0,f,DEC,3,2017,19,6,0,0,180.34,190.5,1,3.64,41.0,4.0,60.0,0.49,50.0,80.0,0.1,76.0,1986,27,0,0,0,177.8,177.8,1,4.29,49.0,1.7,66.0,5.09,44.0,84.0,0.6,100.0,1988
4200,Dan Hooker,Marc Diakiese,1,155.0,f,SUB,3,2017,18,7,0,0,182.88,190.5,0,4.02,43.0,4.38,56.0,0.54,42.0,76.0,0.5,72.0,1990,12,3,0,0,177.8,185.42,1,2.6,32.0,2.9,54.0,2.05,31.0,61.0,0.0,80.0,1993
4202,Neil Magny,Carlos Condit,1,170.0,f,DEC,3,2017,21,8,0,0,190.5,203.2,1,3.86,46.0,2.22,56.0,2.62,46.0,60.0,0.3,72.413795,1987,30,12,0,0,187.96,190.5,1,3.62,39.0,2.36,57.0,0.59,55.0,37.0,1.1,71.42857,1984
4203,Rick Glenn,Myles Jury,0,145.0,f,DEC,3,2017,21,5,1,0,182.88,177.8,0,4.19,43.0,4.0,54.0,0.8,16.0,65.0,0.4,77.77778,1989,17,3,0,0,177.8,185.42,1,2.61,40.0,1.48,71.0,2.5,55.0,50.0,0.3,85.0,1988
4205,Tim Elliott,Mark De La Rosa,1,135.0,f,SUB,2,2017,16,8,1,0,170.18,167.64,0,3.41,45.0,2.3,62.0,4.26,65.0,50.0,1.4,64.0,1986,11,1,0,0,167.64,165.1,1,3.24,43.0,3.0,57.0,1.05,20.0,50.0,0.5,91.666664,1994
4206,Jeremy Stephens,Dooho Choi,1,145.0,f,KO/TKO,2,2018,28,15,0,0,172.72,180.34,1,3.1,40.0,2.76,59.0,1.16,36.0,64.0,0.4,65.11628,1986,14,3,0,0,177.8,177.8,1,5.64,53.0,6.26,54.0,0.55,20.0,50.0,0.0,82.35294,1991
4207,Jessica-Rose Clark,Paige VanZant,1,,f,DEC,3,2018,9,5,0,1,165.1,162.56,1,4.6,50.0,4.13,61.0,1.33,66.0,57.0,0.7,60.0,1987,7,4,0,0,162.56,165.1,1,3.47,51.0,2.72,43.0,1.41,34.0,40.0,0.7,63.636364,1994
4208,Emil Meek,Kamaru Usman,0,170.0,f,DEC,3,2018,9,4,1,1,180.34,187.96,0,2.24,38.0,2.64,32.0,0.33,50.0,48.0,1.3,60.0,1988,13,1,0,0,182.88,193.04,0,3.64,48.0,1.46,63.0,3.85,47.0,100.0,0.3,92.85714,1987
4209,Darren Elkins,Michael Johnson,1,145.0,f,SUB,2,2018,25,7,0,0,177.8,180.34,1,3.36,37.0,2.83,53.0,2.68,35.0,57.0,1.3,78.125,1984,20,13,0,0,177.8,185.42,0,4.31,38.0,3.96,58.0,0.59,45.0,77.0,0.1,60.60606,1986
4210,Alex White,James Krause,0,155.0,f,DEC,3,2018,12,5,0,0,182.88,180.34,0,3.86,40.0,2.88,64.0,0.89,45.0,67.0,0.2,70.588234,1988,25,8,0,0,187.96,185.42,1,4.57,46.0,4.15,61.0,1.18,18.0,46.0,0.7,75.757576,1986
4212,Talita Bernardo,Irene Aldana,0,,f,DEC,3,2018,6,3,0,0,162.56,172.72,1,2.85,46.0,3.65,58.0,2.0,25.0,50.0,0.7,66.666664,1987,9,4,0,0,175.26,172.72,1,6.35,43.0,7.08,61.0,0.5,50.0,95.0,0.0,69.23077,1988
4213,Guido Cannetti,Kyung Ho Kang,0,135.0,f,SUB,1,2018,8,5,0,0,167.64,172.72,0,2.8,52.0,1.95,51.0,2.8,50.0,75.0,0.3,61.53846,1979,14,8,0,1,175.26,182.88,1,2.39,42.0,1.97,58.0,2.29,66.0,75.0,1.3,60.869564,1987
4215,JJ Aldrich,Danielle Taylor,1,,f,DEC,3,2018,7,2,0,0,165.1,170.18,0,3.72,39.0,3.87,63.0,0.25,16.0,58.0,0.0,77.77778,1992,9,4,0,0,152.4,152.4,1,2.75,29.0,3.31,71.0,0.2,20.0,70.0,0.2,69.23077,1989
4216,Mads Burnell,Mike Santiago,1,145.0,f,DEC,3,2018,9,3,0,0,172.72,175.26,1,1.28,41.0,2.71,51.0,3.45,47.0,22.0,0.4,75.0,1994,21,12,0,0,177.8,175.26,1,3.44,49.0,3.58,36.0,2.66,50.0,53.0,1.1,63.636364,1989
4217,Francis Ngannou,Stipe Miocic,0,265.0,t,DEC,5,2018,11,3,0,0,193.04,210.82,1,1.79,34.0,1.95,47.0,0.0,0.0,68.0,0.5,78.57143,1986,18,3,0,0,193.04,203.2,1,4.76,51.0,2.96,62.0,2.38,38.0,75.0,0.0,85.71429,1982
4218,Daniel Cormier,Volkan Oezdemir,1,205.0,t,KO/TKO,2,2018,22,1,0,1,180.34,182.88,1,3.84,49.0,2.46,58.0,2.04,45.0,78.0,0.5,91.666664,1979,15,3,0,0,187.96,190.5,1,5.69,48.0,4.84,53.0,0.4,50.0,70.0,0.0,83.333336,1989
4219,Calvin Kattar,Shane Burgos,1,145.0,f,KO/TKO,3,2018,19,3,0,0,180.34,182.88,1,5.03,41.0,6.66,55.0,0.67,33.0,75.0,0.0,86.36364,1988,11,1,0,0,180.34,190.5,1,6.54,46.0,5.47,66.0,0.55,100.0,94.0,0.3,91.666664,1991
4220,Gian Villante,Francimar Barroso,1,205.0,f,DEC,3,2018,17,10,0,0,190.5,193.04,1,4.25,42.0,5.31,56.0,0.53,23.0,83.0,0.0,62.962963,1985,19,7,0,1,185.42,190.5,1,2.77,52.0,3.07,59.0,2.22,24.0,83.0,0.0,70.37037,1980
4221,Thomas Almeida,Rob Font,0,135.0,f,KO/TKO,2,2018,22,3,0,0,170.18,177.8,0,5.66,45.0,4.65,64.0,0.0,0.0,75.0,0.0,88.0,1991,15,4,0,0,172.72,180.34,1,4.38,39.0,3.69,63.0,1.13,29.0,25.0,0.9,78.947365,1987
4222,Brandon Davis,Kyle Bochniak,0,145.0,f,DEC,3,2018,9,5,0,0,177.8,182.88,1,4.97,33.0,4.36,64.0,0.22,33.0,57.0,0.0,64.28571,1990,8,3,0,0,170.18,177.8,1,2.56,31.0,4.31,60.0,1.0,20.0,62.0,0.0,72.72727,1987
4223,Abdul Razak Alhassan,Sabah Homasi,1,170.0,f,KO/TKO,1,2018,10,1,0,0,177.8,185.42,1,4.59,46.0,4.2,59.0,0.57,33.0,53.0,0.0,90.90909,1985,11,8,0,0,182.88,182.88,1,4.98,48.0,6.91,47.0,2.8,50.0,66.0,0.0,57.894737,1988
4224,Dustin Ortiz,Alexandre Pantoja,1,125.0,f,DEC,3,2018,19,7,0,0,165.1,165.1,1,2.91,43.0,2.24,56.0,3.01,35.0,54.0,0.1,73.07692,1988,20,3,0,0,165.1,170.18,1,4.31,46.0,3.38,59.0,0.75,50.0,60.0,1.8,86.95652,1990
4225,Dan Ige,Julio Arce,0,145.0,f,DEC,3,2018,9,2,0,0,170.18,180.34,1,3.9,43.0,3.18,64.0,3.08,30.0,50.0,1.5,81.818184,1991,15,3,0,0,170.18,177.8,0,4.41,35.0,2.45,67.0,0.3,16.0,93.0,0.9,83.333336,1989
4227,Gleison Tibau,Islam Makhachev,0,155.0,f,KO/TKO,1,2018,40,14,0,0,177.8,180.34,0,1.95,31.0,2.51,63.0,4.08,53.0,92.0,0.8,74.07407,1983,16,1,0,0,177.8,177.8,1,2.24,60.0,0.82,64.0,4.33,86.0,100.0,1.3,94.117645,1991
4228,Derek Brunson,Jacare Souza,0,185.0,f,KO/TKO,1,2018,18,7,0,0,185.42,195.58,0,3.03,44.0,2.55,50.0,2.74,28.0,100.0,0.6,72.0,1984,26,6,0,1,185.42,182.88,1,2.61,46.0,2.46,63.0,3.01,41.0,53.0,1.7,78.78788,1979
4229,Dennis Bermudez,Andre Fili,0,145.0,f,DEC,3,2018,17,9,0,0,167.64,167.64,1,4.44,45.0,3.2,59.0,3.8,38.0,82.0,1.0,65.38461,1986,18,6,0,0,180.34,187.96,1,3.72,36.0,3.72,53.0,2.8,46.0,69.0,0.2,75.0,1990
4230,Jordan Rinaldi,Gregor Gillespie,0,155.0,f,KO/TKO,1,2018,14,6,0,0,177.8,182.88,1,1.39,40.0,2.26,54.0,2.04,45.0,20.0,1.6,70.0,1987,12,0,0,0,175.26,180.34,1,3.19,48.0,2.28,56.0,7.01,47.0,0.0,1.2,100.0,1986
4231,Drew Dober,Frank Camacho,1,170.0,f,DEC,3,2018,20,8,0,1,172.72,177.8,0,4.45,38.0,4.17,54.0,1.07,17.0,60.0,0.1,68.965515,1988,21,7,0,0,177.8,185.42,1,6.23,45.0,7.82,52.0,1.46,45.0,80.0,0.0,75.0,1989
4232,Erik Koch,Bobby Green,0,155.0,f,DEC,3,2018,15,6,0,0,177.8,180.34,0,2.32,40.0,2.98,45.0,0.64,50.0,79.0,1.1,71.42857,1988,24,8,1,0,177.8,180.34,1,5.0,48.0,3.87,63.0,1.03,25.0,71.0,0.2,72.72727,1986
4233,Godofredo Pepey,Mirsad Bektic,0,145.0,f,KO/TKO,1,2018,14,6,0,0,170.18,185.42,1,2.32,38.0,3.23,47.0,0.37,7.0,35.0,1.5,70.0,1987,13,1,0,0,172.72,177.8,1,2.92,46.0,1.42,62.0,3.59,53.0,100.0,0.4,92.85714,1991
